text,label
admire athleticism feel like would entertained got watch severely shape people participate olympic event,1
feel horrible feel horrible made worse fact havent gotten workout,0
would hate bit imagine secretary feeling irritable day eh,3
feel im unhappy,0
feel like take time care flower wonderfully loyal hive,2
remember feeling amazed,5
know never see place would break heart thick layer moss encased thick shell muffling sharper feeling pleasant painful,1
nameless mid bottom law school graduate find marginally attached awash sea overeducated underpaid indentured peer feel duped promise better life debt modern chemistry,1
truly feel contribute blog world especially regard educating writer valuable,1
feel like would clever get ton thing time,1
know shes right feel energetic awake patient happy im running daily still feel little bad believe breast milk much better baby formula,1
quickly trotted added feel embarrassed ask hoping would enter kind conversation,0
hated got drunk whole next day spent sleeping feeling groggy,0
love discussion class feel passionate feminist issue go write feel though faking,2
would want welcome home end feeling mommyhood threatened inability breastfeed baby,4
feel agitated result pleasant opposite calm peaceful,3
feel honored student come class,1
often tell want attention especially feel horny want good sex hour,2
get anxious feeling feel xox soon itll real thing already need flawless,1
feel rich blessed joyful,1
horrible anxiety dream every night last week made feel really paranoid course reading conspiracy theory unsolved crime online didnt hugely help matter,4
truly feel somehow enough hate get mad,3
remember feeling uncertain young especially became teenager,4
feel cant get far enough away feed melancholy long enough would wither die,0
want enter defiance coming different culture feel offended allowed,3
feeling rebellious ate,3
feel agitated restless edge quite often,3
feel uncomfortable using word awesome idea actually,4
im feeling rather pleased tonight,1
feel like lead gentle kind,2
feel like actively hated every single second rather borne,3
im feeling indecisive scare,4
feel violent tug eye socket,3
feel carefree nowwwwww,1
believe displayed deep emotional yearning semblance normality peace since appears dancing arab feel threatened fully armed soldier,4
left feeling discouraged hopeless,0
feel going get messy get fixed back road,0
feel frustrated easier day remember blessing research learning trial error hard success patience give far better garden long run,3
sick cold amp feeling well wondering would even able patience go whitleys month photo shoot,1
tempted feel little bitter saw,3
feel kind insecure anyways back doha,4
grateful longer feel frantic urge fix emotional upset around,4
feel strange brew,5
feel quite strongly student punished due well badly faired compared completely unrelated group people,0
want job permanent feel like valued,1
care someone emotional spiritual intellectual progress point feel like exert progress important love,1
actually feel comfortable speaking others japanese feel pretty happy current progress,1
learned different thing like family plan arrangement even real pain feel loved one pass,2
feel least dating would vain,0
like keeping record life written form picture feel like even important baby,1
feel unhappy miserable wretched glum gloomy forelorn heartbroken,0
really feeling horribly irritable little bit depressed,3
feel honoured part series join wonderful talented lady celebration womanhood,1
feel confident team right four hour ago,1
simply said sorry got car got house feeling restless,4
ive feeling bit paranoid like really noticable im everyone see,4
feel fabulous birding weekend everyone,1
bus stop hear squeak baachan trolley feel little paranoid,4
